filename,project_name,owner_operator,location_county,location_city,location_river,generation_capacity,plant_type,licensing_dates,key_stakeholders,project_costs,migratory_fish_species,minimum_flow,location_combined
P1922_License_19941107.pdf,"The official project name or dam name mentioned in the document is:

Ketchikan Public Utilities Project No. 1922-008, also referred to as the Beaver Falls Project.

Note that ""Beaver Falls Project"" seems to be the commonly used name for the project, but the full designation includes the project number and the licensee's name, ""Ketchikan Public Utilities"".",Owned and Operated by Ketchikan Public Utilities (KPU),Not mentioned.,Ketchikan,Beaver Falls Creek,"The total installed capacity of the project is 7.1 MW, which is the sum of the capacities of the Silvis powerhouse (2.1 MW) and the Beaver Falls powerhouse (5 MW). 

Answer: 7.1 MW",Run-of-river.,"Here are the key licensing dates extracted from the document:

* Original license: Not mentioned
* License issuance date: November 7, 1994 (new license)
* Amendment dates: Not mentioned
* License expiration date: Not mentioned
* Relicensing dates: The project was relicensed on November 7, 1994, with KPU filing a license application under Part I of the Federal Power Act.

So, the answer is: 
""License issuance date: November 7, 1994; Relicensing: November 7, 1994""","Here is a brief list of major stakeholders mentioned in the document:

* FERC (Federal Energy Regulatory Commission)
* U.S. Forest Service
* Alaska Department of Environmental Conservation 
* Alaska Public Utilities Commission (APUC)","Here are the extracted project-related costs, expenditures, or financial information mentioned:

* Recreational enhancement measures: $165,200 (one-time cost)
* Annual operation and maintenance cost for recreational enhancements: $3,500
* Levelized annual cost of recreational enhancements: $20,000 

No other specific costs were mentioned in the document.",Sockeye salmon,"Not mentioned. 

The document does not mention any minimum flow requirements or releases for the project. It discusses various aspects of the project, including its description, license application, conservation efforts, compliance history, and safety management, but does not specify any minimum flow requirements.",Ketchikan; Beaver Falls Creek
P1960_License_20040415.pdf,"The most complete project name found is ""Flambeau Hydroelectric Project No. 1960"" or more specifically with the FERC docket number included: ""Dairyland Power Cooperative Project No. 1960-002, Flambeau Hydroelectric Project"". However, for simplicity and adherence to the format of including the most relevant and complete designation as requested:

""Dairyland Power Cooperative Project No. 1960-002, Flambeau Hydroelectric Project""","Owned and operated by Dairyland Power Cooperative. 

Note: Other companies are mentioned as owning or operating nearby projects, such as Flambeau Paper Company and Northern States Power Company, but they are not associated with the Flambeau Hydroelectric Project (Project No. 1960).",Rusk County,Ladysmith,Flambeau River,"16.32 MW or 16,320 kW. Since both units are equivalent, I will return the value in megawatts (MW) as it is more commonly used for larger capacities.

The answer is: 16.32 MW",peaking,"Here are the key licensing dates for the FERC-licensed project:

* Original license: March 1, 1951
* License expiration: February 28, 2001
* New license issuance: April 15, 2004 

No amendment dates or relicensing dates (other than the new license issuance in 2004) are mentioned in the document.","FERC, U.S. Fish and Wildlife Service, Wisconsin Department of Natural Resources","Here are the extracted costs with context:

* Annual energy production cost: $1,453,400 or 19.89 mills/kWh
* Annual value of the project's power: $2,236,600 or 31.14 mills/kWh
* Annual net benefit: $783,200 or 11.25 mills/kWh

Note that there are no mentions of construction costs, mitigation measure costs, environmental compliance costs, capital improvements, or other specific dollar amounts related to the project's development or operation.",Not mentioned.,"Not mentioned. 

The document does not mention a minimum flow requirement or minimum release requirement for the project. It discusses various aspects of the project, including water quality certification, fishway prescriptions, and threatened and endangered species, but does not specify a minimum flow rate.",Rusk County; Ladysmith; Flambeau River
P201_License_20030827.pdf,"The official project name is ""Blind Slough Hydroelectric Project No. 201"". However, considering the full designation including the FERC project number, the most complete project name found is:

""Project No. 201-014, Blind Slough Hydroelectric Project""

This includes both the FERC project number (P-201-014) and the project name.","Owned by City of Petersburg, Operated by Petersburg Municipal Power and Light. 

Note: The document mentions that the application was filed by ""Petersburg Municipal Power and Light"" which is also referred to as ""City of Petersburg d.b.a. Petersburg Municipal Power and Light"", indicating that the City of Petersburg is the owner and Petersburg Municipal Power and Light is the operating entity.","Not mentioned. 

The document does mention ""Southeast Alaska"" as the location of the Blind Slough Hydroelectric Project, but it does not specify a particular county. Alaska is not divided into counties like the other states in the US; instead, it is divided into boroughs and census areas.",Petersburg,Crystal Creek,2.0 MW (or 2000 kW),Peaking,"Here are the key licensing dates extracted from the document:

Original license: 1924 (for a 50-year term ending November 12, 1974); 
New license: 1980 (effective June 1, 1974, and expiring on November 12, 2004); 
New license issuance date: August 27, 2003; 
License expiration date: Not explicitly mentioned for the new license, but the previous license expired on November 12, 2004. 

No amendment dates are mentioned in the document. The relicensing date is implied to be around 2002-2003, as an application for a new license was filed on October 30, 2002.","FERC, U.S. Department of the Interior, National Marine Fisheries Service (NMFS), Alaska Department of Fish and Game.","Construction: Not mentioned; Annual O&M: Not mentioned; Mitigation measure costs: Not significantly affecting generation or the value of project power, but some measures would add to the cost of the project; Environmental compliance costs: Not mentioned; Capital improvements: Not mentioned; Specific dollar amounts with context: 
- Annual average electricity generation: 11,308,410 kWh
- Cost of electricity: about 14.5 mills/kWh ($0.0145/kWh)
- Annual production cost: $164,300
- Annual value of power: $769,000 (based on the cost of likely alternative at 68 mill/kWh or $0.068/kWh)
- Net annual benefit: $604,700.","Chinook salmon is not mentioned, but the following migratory or anadromous fish species are mentioned:

Pink salmon, Chum salmon, Coho salmon. 

These species require fish passage measures as part of the project's license conditions. No specific mention of Steelhead trout, Bull trout, or other ESA-listed fish species is found in relation to this project.",8.0 cfs continuous (to maintain a continuous water supply to the hatchery),Petersburg; Crystal Creek
P2169_License_20050125.pdf,"The most complete project name found is ""Project No. 2169-020, Tapoco Hydroelectric Project"".","Owned by Alcoa Power Generating, Inc. (APGI), Operated by Alcoa Power Generating, Inc. (APGI) in cooperation with the Tennessee Valley Authority (TVA).","Graham and Swain Counties in North Carolina, and Blount and Monroe Counties in Tennessee.","The nearest city or town is not explicitly mentioned in the document. However, based on the location description, the project is situated in Graham and Swain Counties in North Carolina, and Blount and Monroe Counties in Tennessee.

After researching the counties mentioned, some of the nearest cities or towns to the project area are:

* Robbinsville, North Carolina (in Graham County)
* Bryson City, North Carolina (in Swain County)
* Maryville, Tennessee (in Blount County)
* Madisonville, Tennessee (in Monroe County)

Among these options, Robbinsville, North Carolina, appears to be one of the closest towns to the project area. However, since it's not explicitly mentioned in the document, I will provide a conservative answer:

Robbinsville","Little Tennessee River and Cheoah River. However, since you asked for the primary water body name, I will return:

Little Tennessee River","The total installed capacity of the Tapoco Hydroelectric Project is 380.1 MW, as mentioned in the first section of the document: ""a new license to Alcoa Power Generating Inc. (APGI) or licensee for the 380.1-megawatt (MW) Tapoco Hydroelectric Project."" 

Additionally, the capacities of each development are:
- Santeetlah: 49.2 MW
- Cheoah: 118 MW
- Calderwood: 140.4 MW
- Chilhowee: 52.2 MW

The sum of these individual capacities is 359.8 MW, which is close to but not exactly the same as the total project capacity mentioned (380.1 MW). However, based on the explicit mention of the project's total capacity:

The answer is: 380.1 MW",peaking,"Here are the key licensing dates for the FERC-licensed Tapoco Hydroelectric Project:

* Original license: 1955 (for a 50-year term expiring February 28, 2005)
* License issuance date: January 25, 2005 (new license issued)
* Amendment dates: Not mentioned
* License expiration date: February 28, 2005 (original license); Not specified for new license
* Relicensing dates: Application for new license filed on February 21, 2003; New license issued on January 25, 2005","FERC, U.S. Forest Service, U.S. Fish and Wildlife Service, North Carolina Department of Environmental and Natural Resources, North Carolina Wildlife Resources Commission, Graham County, North Carolina Government.","Construction: Not mentioned; Annual O&M: Not mentioned; Mitigation measure costs: $650,000 (additional cost of increasing high flow releases); Environmental compliance costs: Not mentioned; Capital improvements: Not mentioned. 

So the answer is: 
Mitigation measure costs: $650,000; All other categories: Not mentioned.","Not mentioned. 

The document does not mention any migratory or anadromous fish species such as salmon, steelhead trout, or other species requiring fish passage or protection measures that are typically associated with these types of projects. The fish species mentioned (spotfin chub, yellowfin madtom, smoky madtom, and duskytail darter) are not migratory or anadromous species.","Not mentioned. 

The document does not mention a minimum flow requirement or minimum release requirement for the Tapoco Hydroelectric Project. It discusses the project's operations, license, and environmental assessment, but does not specify a minimum flow value with units or conditions.","Graham and Swain Counties in North Carolina, and Blount and Monroe Counties in Tennessee.; Robbinsville; Little Tennessee River"
P2170_License_20070824.pdf,"The most complete project name found is ""Cooper Lake Hydroelectric Project No. 2170"". 

This name includes both the specific name of the project (""Cooper Lake Hydroelectric Project"") and its associated FERC project number (""No. 2170""). The ""-029"" suffix appears to be a sub-designation or amendment number, rather than part of the primary project name.",Owned and Operated by Chugach Electric Association.,Not mentioned,Cooper Landing,"The primary water body name is: Kenai Lake/Kenai River and also mentions Cooper Lake and Cooper Creek. However, since the question asks for a single primary water body name, I would return ""Kenai River"" as it seems to be the main river associated with the project, but it's worth noting that the project is actually located on Cooper Lake and Cooper Creek which are tributaries of the Kenai River. 

So the best answer is: Kenai River",19.38 MW,Peaking,"Here are the key licensing dates for the FERC-licensed project:

* Original license: May 27, 1957
* License expiration: April 30, 2007
* New license issuance: August 24, 2007 (with a 50-year term)
* Application for new license: April 20, 2005
* Public notice and comment period: February 28, 2006 - May 1, 2006
* Environmental Assessment: November 17, 2006

No amendment dates were mentioned in the document. Relicensing was initiated with the application for a new license on April 20, 2005, and resulted in the issuance of a new license on August 24, 2007.","FERC, U.S. Fish and Wildlife Service, National Marine Fisheries Service, U.S. Forest Service, Alaska Department of Natural Resources, Alaska Department of Fish and Game, Kenaitze Indian Tribe, Alaska Center for the Environment.","Construction: $9.2 million (in 2004 dollars) for Creek diversion, pipeline to Cooper Lake, and Cooper Lake bypass structure; Capital cost threshold: $11 million (in 2004 dollars) for facilities construction; Annual contribution: $6,000 to the Kenaitze Indian Tribe for cultural and educational programs.","Salmon, Trout (including Steelhead is not explicitly mentioned but trout is)","The minimum flow requirement for this project is: 

""10-30 cfs year-round, peaking at up to 30 cfs from June through October"" into Cooper Creek.

This is the most specific and restrictive flow requirement mentioned in the document. Note that there is no existing minimum flow requirement for Cooper Creek prior to this new license.",Cooper Landing; the best answer is: Kenai River
P2230_License_20070710.pdf,"The most complete project name found in the document is:

""Project No. 2230, Blue Lake Project""

This name includes both the FERC project number (P-2230) and the official name of the dam/project (Blue Lake Project).","Owned and Operated by City and Borough of Sitka, Alaska.","Not mentioned. 

Note: The document mentions ""Borough of Sitka, Alaska"" which is an incorporated borough, equivalent to a county in other states, but it does not explicitly mention a ""county"".",Sitka,Sawmill Creek,"The total installed capacity of the Blue Lake Project is 7.54 MW, which can also be expressed as 7,540 kW. This is calculated by adding the capacities of the three generating units:

- Two 3,000-kW generating units at the Blue Lake powerhouse = 6,000 kW
- One 670-kW generating unit at the Fish Valve Unit = 670 kW
- One 870-kW generating unit at the Pulp Mill Feeder Unit = 870 kW

Total capacity = 6,000 kW + 670 kW + 870 kW = 7,540 kW or 7.54 MW.",peaking,"Here are the key licensing dates for the FERC-licensed project:

Original license: April 24, 1958; 
License expiration: March 31, 2008; 
Amendment: 1991 (56 FERC 62,170); 
New license issuance: July 10, 2007.

Note that there is also a mention of another project, the Green Lake Project, which was licensed in 1979, but this is not directly related to the Blue Lake Project's licensing dates.","FERC, U.S. Forest Service, U.S. Department of the Interior, National Marine Fisheries Service (NMFS), Alaska Department of Fish and Game.",Not mentioned,"Steelhead 

(Note: Only Steelhead is mentioned as a migratory fish species in the provided document text. Other species like Salmon are not mentioned.)","50 cfs year-round from the Fish Valve Unit into the Sawmill Creek bypassed reach, except during the months of December through April, when the City must release either 37 or 22 cfs from the Fish Valve Unit when the Blue Lake water surface drops below elevations 336 and 324 msl, respectively. However, the proposed measures suggest a revised flow requirement: 70 cfs or the maximum hydraulic capacity (whichever is less) from April 15 through June 30, and 50 cfs from July 1 through April 14.

The most specific and restrictive flow requirement mentioned in the document for the new license is:
70 cfs (or the maximum hydraulic capacity, whichever is less) from April 15 through June 30, and 
50 cfs from July 1 through April 14.",Sitka; Sawmill Creek
P2232_License_20151125.pdf,"The most complete project name found is ""Catawba-Wateree Hydroelectric Project No. 2232"".","Owned by Duke Energy Corporation, Operated by Duke Energy Carolinas, LLC.","Burke, McDowell, Caldwell, Catawba, Alexander, Iredell, Mecklenburg, Lincoln, Gaston, York, Lancaster, Chester, Fairfield, and Kershaw Counties.","The nearest city or town to the project/dam is Cornelius, North Carolina, as mentioned in the text. However, other cities and towns are also mentioned, such as Charlotte, North Carolina. Since Cornelius is specifically mentioned as a town that filed motions to intervene, it can be considered one of the nearest locations. But considering the project's location on the Catawba and Wateree Rivers across multiple counties, Charlotte might be a more central or major city near the project area.

So, prioritizing based on specificity and direct mention in relation to the project, the answer is: Cornelius",The primary water body name is: Catawba and Wateree Rivers.,819.102 MW,Not mentioned.,"Here are the key licensing dates for the FERC-licensed project:

* Original license: September 17, 1958
* License expiration: August 31, 2008
* New license issuance: November 25, 2015
* Relicensing application filing: August 29, 2006
* Amendment (transfer of license): October 25, 2006 (approved on March 23, 2007)

Note that there are no specific amendment dates mentioned in the text beyond the transfer of license. The relicensing agreement was filed on August 29, 2006, and a revised agreement was filed on December 29, 2006, but these are not considered amendments to the original license.","FERC, U.S. Fish and Wildlife Service, National Marine Fisheries Service, EPA, North Carolina Department of Environment and Natural Resources, North Carolina Wildlife Resources Commission, South Carolina Department of Natural Resources, South Carolina Department of Parks, Recreation, and Tourism, Catawba Indian Nation, local governments (29 counties and towns), conservation organizations (26 groups).","Not mentioned. 

There is no mention of specific project-related costs, expenditures, or financial information in the provided document text. The text primarily discusses the licensing and relicensing process for the Catawba-Wateree Hydroelectric Project, including applications, agreements, interventions, and environmental analyses, but does not include any cost data.",Not mentioned.,"Not mentioned. 

The text does not mention any specific minimum flow requirements, such as minimum instantaneous flow, minimum daily average flow, base flow requirements, environmental flow requirements, required continuous releases, or license article requirements specifying flows. Therefore, the answer is ""Not mentioned"".","Burke, McDowell, Caldwell, Catawba, Alexander, Iredell, Mecklenburg, Lincoln, Gaston, York, Lancaster, Chester, Fairfield, and Kershaw Counties.; prioritizing based on specificity and direct mention in relation to the project, the answer is: Cornelius; The primary water body name is: Catawba and Wateree Rivers."
P2307_License_20180206.pdf,"The most complete project name found is ""Annex Creek and Salmon Creek Hydroelectric Project No. 2307"".","Owned by Alaska Electric Light and Power Company (AELP), Operated by Alaska Electric Light and Power Company (AELP) 

Note: Although AELP is the licensee, owner, and operator mentioned in the document, there is no indication of a separate operating entity. The project is normally remotely operated from the AELP dispatch center, but an operator also resides onsite full-time.","Not mentioned. 

The document does not explicitly mention any county names, and Alaska is an exception in the United States where it has boroughs instead of counties. In this case, the project is located in the City and Borough of Juneau, but since ""borough"" is not equivalent to a county, the answer remains ""Not mentioned"".",Juneau,"Annex Creek and Salmon Creek, which are tributaries, but the primary water body is not explicitly mentioned as a major river. However, based on the context, it can be inferred that the project is located near Gastineau Channel and Taku Inlet, which suggests a connection to the larger Lynn Canal or the Inside Passage, but these are not rivers. Since ""Annex Creek"" and ""Salmon Creek"" are mentioned as the primary locations of the developments, we will return:

Annex Creek and Salmon Creek 

However, following the format strictly and considering that it asks for the ""primary water body name,"" if we had to choose one or describe it in a way that fits the requested answer format, we might say:

Taku Inlet tributary (Annex Creek) or Gastineau Channel tributary (Salmon Creek), but since this doesn't fit perfectly into the requested format and seems to imply a need for a singular river name which isn't directly","The total installed capacity of the project is 10.582 MW. This can be found in the introduction section of the document, which states ""The 10.582-megawatt (MW) project..."". 

So, the answer is: 10.582 MW.",peaking,"Here are the key licensing dates extracted from the document:

Original license: October 24, 1963; 
License issuance (current): August 31, 1988; 
License expiration (current): August 31, 2018; 
New license issuance: February 6, 2018.

No amendment dates are mentioned in the provided text. Relicensing is essentially the process of obtaining a new license, which occurred on February 6, 2018, as mentioned above.","FERC, U.S. Forest Service, Alaska Department of Natural Resources, U.S. Department of the Interior",Not mentioned,"Chinook salmon, Coho salmon, Sockeye salmon, Steelhead, Pink salmon, Chum salmon are not explicitly mentioned in this document text as species present or affected by the project. However, anadromous fish are mentioned as being blocked by a waterfall on Salmon Creek.

The answer is: Anadromous fish (general term, no specific species listed)","Not mentioned 

Although there is information about the project's flow capacity, operation, and reservoir management, there is no specific mention of a minimum flow requirement or minimum release requirement for the project. It is noted that ""There are no minimum flow requirements for the bypassed reach at the Annex Creek Development,"" but this does not provide a specific flow value or condition.","Juneau; Taku Inlet tributary (Annex Creek) or Gastineau Channel tributary (Salmon Creek), but since this doesn't fit perfectly into the requested format and seems to imply a need for a singular river name which isn't directly"
P2373_License_19930930.pdf,"The official project name or dam name mentioned in the document is:

""Rockton Project, Project No. 2373-001""

This name is found in several places throughout the document, including the ""PROJECT NAME"" field, the ""PROJECT NUMBER"" field, and in the text of the order issuing the subsequent license.","Owned by Wisconsin Power and Light Company (WPL), Operated by South Beloit Water, Gas, and Electric Co.",Winnebago County,Rockton,Rock River,"1,100 kW",run-of-river,"Here are the key licensing dates extracted from the document:

Original license: October 7, 1964; 
License issuance date: September 30, 1993;
No amendment or relicensing dates mentioned in the text, but it does mention that the project was ""first licensed"" and then a new license was issued, implying a relicensing process.
License expiration date: Not mentioned. 

Note: The document mentions an environmental assessment (EA) issued on April 30, 1993, and a letter from South Beloit dated June 9, 1993, but these dates are not directly related to the licensing dates.","FERC, U.S. Fish and Wildlife Service, Illinois Department of Conservation, Illinois Environmental Protection Agency","Construction: Not mentioned; Annual O&M: Not mentioned; Enhancement cost: Not mentioned; Operation and maintenance cost: Not mentioned; Power value: Not mentioned; Dependable capacity value: Not mentioned; Levelized net benefits: $24,380 annually; Recording streamflow gage installation cost: $40,000 to $60,000.",Not mentioned.,300 cfs (minimum flow in the bypass reach),Winnebago County; Rockton; Rock River
P2517_License_20040512.pdf,"The most complete project name found is ""Project No. 2517, Dam No. 5 Hydro Station"". 

This name includes both the FERC project number (P-2517) and the specific dam designation (""Dam No. 5 Hydro Station"").","Owned by Allegheny Energy Supply Company, LLC, Operated by Allegheny Energy Supply Company, LLC (Note: The document does not mention a different operator, so it is assumed that the owner and operator are the same entity)",Berkeley County,"The nearest city or town is not explicitly mentioned in the document text. However, based on the location description ""located on the Potomac River in Berkeley County, West Virginia"", we can infer that the project is near a city or town in Berkeley County.

After researching, I found that the county seat of Berkeley County is Martinsburg, West Virginia. Although it's not directly mentioned in the text, Martinsburg is likely to be the nearest city to the project.

So, the answer is: Martinsburg",Potomac River,"1.21 MW or 1,210 kW. Since these are equivalent (1.21 MW = 1,210 kW), we can return either one. Let's use ""1.21 MW"".",run-of-river,"Here are the key licensing dates extracted from the document:

Original license: 1966; 
Amendment/Reissue: 1969 (new license to Potomac Edison Company), December 7, 1976 (existing license); 
License expiration: December 31, 2003; 
Relicensing application: December 17, 2001; 
Subsequent license issuance: May 12, 2004.

Note that there are also mentions of other dates related to the licensing process, such as public notices and comments, but the above dates are the key ones related to the original license, amendments, expiration, and relicensing.","FERC, U.S. Fish and Wildlife Service, Maryland Department of Natural Resources, West Virginia Division of Natural Resources, U.S. Department of the Interior, National Park Service, Maryland Department of the Environment, West Virginia Department of Environmental Protection, American Rivers, Bureau of Indian Affairs","Construction: Not mentioned; Annual O&M: $358,000; Environmental compliance costs: Not mentioned; Capital improvements: Not mentioned; Specific dollar amounts with context: 
- Average annual generation cost: $358,000 or 77.78 mills per kilowatt-hour (mills/kWh)
- Current annual value of the project's power: $187,000 or 40.53 mills/kWh
- Economic benefits: -$171,000 or -37.25 mills/kWh (negative economic benefits, meaning the project costs more than alternative power sources)",American eel.,"The minimum flow requirement mentioned in the document is a ""minimum one-inch veil flow over the dam to provide a minimum flow to the tail waters"" as required by the West Virginia WQC. However, this is not a specific flow value.

A more specific condition is mentioned in Condition No. 1 of the West Virginia WQC, which requires that whenever river mean flows are less than 600 cfs, from June 15 to September 15, an artificial operating point 1 inch above normal unit low veil trip point automatic shut down would be established for veil height.

But the most relevant information is not explicitly stated as a minimum flow requirement. However, it can be inferred that the project should maintain a minimum flow of 600 cfs from June 15 to September 15 to avoid implementing the artificial operating point.

Therefore, the answer is: 
""600 cfs from June 15 to September 15, but no explicit continuous minimum flow is mentioned.""",Berkeley County; the answer is: Martinsburg; Potomac River
P2566_License_20010620.pdf,"The official project name or dam name mentioned in the document is:

""Webber Hydroelectric Project No. 2566""

or more specifically with the suffix:

""Webber Hydroelectric Project No. 2566-010""",Owned and Operated by Consumers Energy Company.,Ionia County,Portland,Grand River,"3,250 kW",run-of-river,"Here are the key licensing dates extracted from the document:

* Original license: March 24, 1981
* License expiration: March 31, 2001
* New license issuance: June 20, 2001 

No amendment dates or relicensing dates (other than the new license issuance in 2001) are mentioned in the provided text.","FERC, U.S. Department of the Interior, Michigan Department of Natural Resources","Not mentioned. 

There is no mention of specific costs, expenditures, or financial information related to the project, such as construction costs, annual operational costs, mitigation measure costs, environmental compliance costs, capital improvements, or specific dollar amounts with context.","Chinook salmon is not mentioned, but other salmonid species are mentioned, including:
Coho salmon, Steelhead, Salmonid smolts (which includes various species of salmon and steelhead).","Not mentioned. 

The document does not mention any minimum flow requirements or releases for the Webber Hydroelectric Project. It discusses the project's operation, licensing, and environmental assessment, but does not specify any flow requirements.",Ionia County; Portland; Grand River
P2724_License_20011221.pdf,"The official project name is ""City of Hamilton Hydroelectric Project No. 2724"" or more simply ""City of Hamilton Project"". 

The full designation including the FERC project number is: ""Project No. 2724, City of Hamilton Hydroelectric Project"" or ""City of Hamilton Project No. 2724"".","Owned by City of Hamilton, Ohio, Operated by City of Hamilton, Ohio. 

Note: The document mentions that the City of Hamilton, Ohio is both the owner and operator of the hydroelectric project, as it has filed an application for a new license and is responsible for maintaining and operating the reservoir and powerhouse.",Butler County,"The nearest city or town to this project/dam is Hamilton, Ohio.",Great Miami River,"1,940 kW",run-of-river,"Here are the key licensing dates extracted from the document:

Original license: September 4, 1981; 
License expiration date: September 30, 2001; 
New license issuance date: December 21, 2001.

No amendment dates or relicensing dates (other than the new license issuance date) were found in the text.","FERC, U.S. Fish and Wildlife Service, Ohio Environmental Protection Agency, Ohio Historic Preservation Office, Ohio Department of Natural Resources, Division of Wildlife.","Construction: Not mentioned; Annual O&M: Not mentioned; Mitigation measure costs: Not mentioned; Environmental compliance costs: Not mentioned; Capital improvements: Not mentioned; Specific dollar amounts with context: The City of Hamilton Project will produce an average energy of about 10.2 gigawatthours (GWh) of energy, at an annual cost of about $776,000 (7.6 mills per kilowatt-hour) or about $365,200 (35.8 millskWh) less than the current cost of an equivalent amount of capacity and energy using alternative power sources.",Not mentioned.,"Not mentioned. 

Although there are mentions of flow rates (e.g., ""800 cfs flow"" and ""1,000 cfs flow"") in the context of sediment management plans and monitoring, these do not appear to be minimum flow requirements for the project. The text does not explicitly state a minimum instantaneous flow, minimum daily average flow, base flow requirement, environmental flow requirement, or required continuous release that applies to the project as a whole.","Butler County; The nearest city or town to this project/dam is Hamilton, Ohio.; Great Miami River"
P2742_License_19780621.pdf,The official project name is: Solomon Gulch Hydroelectric Project No. 2742,"Owned by Copper Valley Electric Association, Inc., Operated by Copper Valley Electric Association, Inc. 

Note: The document does not mention a separate operator, so it appears that the owner, Copper Valley Electric Association, Inc., is also responsible for operating the project.",Not mentioned,Valdez,Solomon Gulch Creek,"12,000 kW",Peaking.,"Here are the key licensing dates for the FERC-licensed project:

* Original license for Project No. 1101: September 23, 1932
* License transfer for Project No. 1101: April 23, 1943
* Surrender of license for Project No. 1101: August 21, 1945
* License issuance for Project No. 1970: June 13, 1952
* Transfer of project for Project No. 1970: December 11, 1957
* Expiration of license for Project No. 1970: April 30, 1967
* Application filing for Project No. 2742: April 28, 1975
* License issuance for Project No. 2742: June 21, 1978

Note that the document does not mention any amendment dates or a specific license expiration date for Project No. 2742. Also, there is no","FERC, U.S. Department of the Interior","Here are the project-related costs, expenditures, or financial information mentioned in the document:

* Construction cost: $31,653,000 (based on July 1976 cost levels)
* Annual project power benefits: exceed estimated annual costs by $2,478,200
* Annual power production costs at Glennallen and Valdez without the transmission line: $490,000 more than for the proposed project
* Cost of energy at Valdez by 1988: about 21 mills per kWh
* Cost of energy at Glennallen by 1988: about 91 mills per kWh
* Value of energy produced by the Susitna Project: between 5 and 15 mills per kilowatt-hour

Note that there are no specific mentions of annual operational costs, mitigation measure costs, environmental compliance costs, or capital improvements.",Salmon,"3.5 cfs continuous, or a flow equal to the natural inflow to the project reservoir, whichever is less, to protect fishery resources including salmon spawning areas at the mouth of Solomon Gulch Creek.",Valdez; lomon Gulch Creek
P2743_License_19811005.pdf,"The official project name or dam name mentioned in the document is:

""Terror Lake Project, Project No. 2743""

This name is mentioned multiple times throughout the document, including in the title and in references to the project's license and operations.","Owned by Rodiak Electric Association, Inc. (KEA), Operated by Rodiak Electric Association, Inc. (KEA) and possibly the U.S. Coast Guard (as part of the combined KEA U.S. Coast Guard system).",Not mentioned,Kodiak,"Kishuyak River and its tributaries, including Terror River, Uganik River, Shotgun Creek, Falls Creek, and Rolling Rock Creek. The primary water body name is: Kishuyak River","The document mentions ""26,700 horsepower"" as the authorised installed capacity. To convert this to a more standard unit for hydroelectric generation, we can use the conversion factor 1 horsepower = 0.7457 kilowatts.

26,700 horsepower * 0.7457 kilowatts/horsepower = approximately 19,900 kW

Since the question asks for the answer in units such as MW or kW, and given that the conversion results in a value typically expressed in megawatts for clarity:

19,900 kW = 19.9 MW

Therefore, the hydroelectric generation capacity mentioned is approximately ""19.9 MW"".",Peaking,"Not mentioned: Original license date, License issuance date, Amendment dates, Relicensing dates. 
License expiration date is implied as 50 years from the effective date of the first day of the month following issuance of the license, but exact date not specified.","FERC, U.S. Department of the Interior, State of Alaska, Sierra Club, National Audubon Society, National Wildlife Federation, U.S. Fish and Wildlife Service, Bureau of Land Management, Corps of Engineers, Rural Administration, Kodiak Electric Association.","Construction: $159,160,000; Recreational facilities: $50,000. 

Note: The document mentions the estimated cost of the project as $159,160,000 and the total costs for constructing recreational facilities as $50,000. However, it does not provide information on annual operational costs, mitigation measure costs, environmental compliance costs, or capital improvements.","Anadromous salmonid runs are mentioned, but no specific species are listed except that they belong to the salmonid family. However, since ""salmonid"" refers to a family that includes salmon and trout, we can infer that the project is concerned with anadromous fish species such as salmon (which could include Chinook, Coho, Sockeye, etc.) and possibly Steelhead trout, given their classification within the same family. 

Therefore, based on the information provided and the context of anadromous fish in the region, the answer would be: ""Salmon, Steelhead"".","Not mentioned, except that ""A minimum flow would be released from the reservoir into the Terror River as detailed in Article 43 to preserve and enhance downstream fish habitat."" The actual value is not specified in the text.","Kodiak; Kishuyak River and its tributaries, including Terror River, Uganik River, Shotgun Creek, Falls Creek, and Rolling Rock Creek. The primary water body name is: Kishuyak River"
P2972_License_19801106.pdf,Woonsocket Falls Project No. 2972,"Owned by City of Woonsocket, Operated by City of Woonsocket. 

Note: The document mentions that ""Most of the power generated would be used by the City of Woonsocket to supply its sewage treatment and water supply plants. The remainder of the power would be sold to a local public utility."" However, it does not specify the name of the local public utility, so only the City of Woonsocket is mentioned as both owner and operator.",Providence County,Woonsocket,Blackstone River,"1,100 kW",run-of-river,"Here are the key licensing dates extracted from the document:

Original license: November 6, 1980; License term: 40 years, effective the first day of the month in which this order is issued (i.e., November 1, 1980); License expiration date: November 1, 2020.

No amendment dates or relicensing dates are mentioned in the document.","Here is a brief list of major stakeholders:

* FERC (Federal Energy Regulatory Commission)
* U.S. Fish and Wildlife Service
* Rhode Island Department of Environmental Conservation (now known as the Rhode Island Department of Environmental Management)
* Division of Fish and Wildlife of the Rhode Island Department of Environmental Management 
* City of Woonsocket, Rhode Island (local government)","Not mentioned. 

There are no specific dollar amounts or financial information related to project costs, expenditures, or compliance measures mentioned in the document text. The text primarily discusses license terms, conditions, and requirements for the project, but does not provide any cost-related details.",Not mentioned.,Not mentioned.,Providence County; Woonsocket; Blackstone River
